#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Rk,Age,BTN Code,Last Name,First Name,End Team,Teams,Pos,GP,G,A,PTS,+/-,Sh,Sh%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FO,FOW,FOL,FO%,%Tm,Hits,BkS,MsS,GvA,TkA,H/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,ESTOI,ESTOI/G,55TOI/G,55TOF/G,ES%,ESG,ESA1,ESA2,ESA,ESP,ESP/60,ESPass,ESIGP,ESIAP,ESIPP,ESFO,ESFOW,ESFOL,ESFO%,ESOZFOW,ESOZFOL,ESOZ%,ESDZFOW,ESDZFOL,ESDZ%,ESNZFOW,ESNZFOL,ESNZ%,OZ%,OZRk,ESOZF,ESDZF,ESNZF,TOI QoC,RCQoC,QoCRk,CQoC ,RCQoT,CQoT ,ESOISH%,ESOISV%,PDO,SPD,TmESGF/60,TmESGA/60,TmESSF/60,TmESSA/60,TmESCF/60,TmESCA/60,Corsi,TmESGF,TmESGA,TmESSVA,TmESSVF,TmESMF,TmESMA,TmESBF,TmESBA,Adj Corsi,oTmESGF/60,oTmESGA/60,oTmESSF/60,oTmESSA/60,oTmESCF/60,oTmESCA/60,RelC,oTmESGF,oTmESGA,oTmESSVA,oTmESSVF,oTmESMF,oTmESMA,oTmESBF,oTmESBA,ESPenT,ESPenD,ESPPD,ESPenT/60,ESPenD/60,ESPPD/60,PPTOI,PPTOI/G,54TOI/G,54TOF/G,PP%,PPG,PPA1,PPA2,PPA,PPP,PPP/60,PPPass,PPIGP,PPIAP,PPIPP,PPFO,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,PPPenT,PPPenD,SHTOI,SHTOI/G,45TOI/G,45TOF/G,SH%,SHG,SHA1,SHA2,SHA,SHP,SHPass,SHFO,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,SHPenT,SHPenD,tmGF,tmPPGF,tmGA,tmPPGA,SOS,SOG,SO%,SOGDG,1G,OTG,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS,
27,Jul 03 '90,Edina,MN,USA,75,227,L,Y,23,ANDERSLEE,Lee,Anders,NYI,NYI,C,2,1,1,2,-3,2,50.0%,16.4,8.2,25,12.5,0.66,3,10.98,100.0%,100.0%,200.0%,2, ,2,0.0%,2.2,0,2,1,1,0,0.0,7.3,3.7,3.7,0.0,0,0,0,0,0,0,0.0,16.4,8.2,8.2,44.99,15.4%,1,1,0,1,2,7.32,3,100.0%,100.0%,200.0%,2,0,2,0.0%,2,1,25.0%,2,1,25.0%,1,5,50.0%,50.0%,8,0,2,6,14.66653478,1.129,3,-1.732,-2.98,-2.442,33.3%,.500,533,-16.7%,3.66,14.63,10.98,29.27,47.56,47.56,.00,1,4,2,4,3,0,5,7,0.62,4.67,0.00,39.34,22.67,70.68,57.35,-13.3,7,0,52,34,21,18,34,26,0,0,0,0.00,0.00,0.00,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,,,0,0,0,0,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,1,0,4,0,,, ,,1,0,0,0,0,0, ,4,0.3,-0.1,0.2,0.10,0.73,1.1,1.1,-2.8,0.4,-0.2,0,0.2,0.10,0.73,27,0,0,,,"$245,455","$850,000",0.0,
24,Jul 11 '89,Paris,,FRA,71,185,R,Y,24,STEPHANEDACOSTA,Da Costa,Stephane,OTT,OTT,C/RW,9,1,1,2,-3,15,6.7%,106.7,11.9,140,15.6,0.76,9,5.06,50.0%,50.0%,100.0%,64,39,25,60.9%,12.3,8,1,10,4,1,4.5,0.6,5.6,2.2,0.6,0,0,0,0,0,0,0.9,86.6,9.6,9.57,38.73,19.8%,1,0,0,0,1,0.69,0,0.0%,0.0%,0.0%,48,28,20,58.3%,24,11,54.7%,5,7,18.8%,9,8,26.6%,74.5%,13,35,25,22,15.03996311,-1.273,14,-2.864,0.483,7.91,0.0%,.896,896,-10.4%,0.00,3.48,32.74,33.44,66.88,56.43,10.45,0,5,47,43,22,12,21,27,-6.29,1.72,1.55,29.78,30.81,61.28,51.64,0.8,10,9,163,170,82,65,56,101,0,1,1,0.00,0.69,0.69,20.1,2.2,2.18,3.42,38.9%,0,1,0,1,1,3.0,9,0.0%,50.0%,50.0%,16,11,5,68.8%,2,0,16,2,7,0,2,10,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,2,1,4,0,,, ,,0,0,0,0,0,0, ,2,0.0,0.0,0.0,0.00,0.00,2.1,1.7,-3.3,-0.1,-0.2,0,-0.3,-0.03,-0.17,20,0,0,,,"$161,616",$0,-0.4,
11,Apr 16 '91,Auburn,NY,USA,73,192,R,Y,22,JEREMYMORIN,Morin,Jeremy,CHI,CHI,LW/C,3,1,1,2,1,7,14.3%,39.1,13.0,53,17.7,0.74,6,9.73,33.3%,33.3%,66.7%,4, ,4,0.0%,2.2,3,1,1,1,0,4.6,1.5,1.5,1.5,0.0,0,0,0,0,0,0,1.9,37.4,12.5,12.46,40.67,23.5%,1,1,0,1,2,3.21,6,33.3%,33.3%,66.7%,4,0,4,0.0%,8,7,41.7%,6,6,33.3%,3,6,25.0%,55.6%,7,13,11,12,14.63053204,-1.91,15,0.394,7.344,9.986,15.8%,.857,873,1.5%,4.82,3.21,30.50,22.47,49.76,49.76,.00,3,2,16,12,4,9,8,8,-11.02,2.95,1.97,26.56,31.47,51.14,56.06,4.9,6,4,48,60,19,22,28,31,0,2,2,0.00,3.21,3.21,1.7,0.6,0.57,2.31,19.8%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,0,0,0,0,1,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,3,0,2,0,,, ,,1,0,0,0,0,0, ,4,0.2,0.1,0.3,0.10,0.46,0.8,0.8,0.4,0.5,0.1,0,0.7,0.23,1.08,4,0,0,,,"$30,370","$135,000",0.7,
43,Dec 21 '92,Toronto,ON,CAN,79,242,L,Y,21,JAMIEOLEKSIAK,Oleksiak,Jamie,DAL,DAL,D,16,0,2,2,-5,11,0.0%,237.3,14.8,324,20.3,0.73,14,3.58,0.0%,28.6%,28.6%, , , , ,0.0,32,18,10,8,2,8.1,4.6,2.5,2.0,0.5,14,2,0,1,0,0,1.2,223.1,13.9,13.72,33.76,28.9%,0,1,1,2,2,0.54,14,0.0%,28.6%,28.6%, ,,, ,34,41,36.8%,31,20,25.0%,51,27,38.2%,59.5%,7,74,89,66,14.82153814,-0.3,6,-1.854,1.484,-1.317,7.1%,.881,888,-4.8%,1.91,3.28,27.06,27.61,53.02,51.93,1.09,7,12,92,89,41,44,45,54,-1.82,2.55,2.89,26.10,25.33,57.32,48.43,-7.8,23,26,212,202,114,99,109,167,2,2,0,0.54,0.54,0.00,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,,,0,0,0,0,0,0,0,0,14.3,0.9,0.81,4.69,14.7%,0,0,0,0,0,0, ,,, ,0,2,2,9,0,2,3,1,0,0,7,0,15,3,,, ,,0,0,0,0,0,0, ,2,-0.1,0.0,0.0,0.00,0.00,4.3,6.1,-4.6,-0.3,-0.1,0,-0.4,-0.03,-0.10,41,0,0,,,"$479,024","$212,500",-0.9,
14,Apr 18 '89,North York,ON,CAN,75,235,R,Y,24,ANTHONYPELUSO,Peluso,Anthony,WPG,WPG,RW,5,0,2,2,1,4,0.0%,25.0,5.0,38,7.6,0.66,20,48.03,0.0%,100.0%,100.0%, , , , ,0.0,7,0,0,1,0,16.8,0.0,0.0,2.4,0.0,14,2,2,0,0,0,-2.0,24.0,4.8,4.8,44.06,9.8%,0,2,0,2,2,5.00,20,0.0%,100.0%,100.0%, ,0,0, ,3,9,42.9%,4,1,17.9%,7,4,39.3%,70.6%,14,17,10,7,14.04959882,-4.045,14,0.9,-2.426,-3.003,10.0%,.889,899,-1.1%,5.00,2.50,50.00,22.50,67.50,37.50,30.00,2,1,18,8,3,2,4,4,28.87,2.45,2.72,24.24,27.24,48.21,55.02,36.8,9,10,80,90,38,43,59,50,2,0,-2,5.00,0.00,-5.00,1.0,0.2,0.19,4.98,3.7%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,0,0,0,0,1,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,2,0,1,0,,, ,,0,0,0,0,0,0, ,2,0.2,0.1,0.2,0.04,0.48,0.8,0.8,1.1,0.3,0.2,0,0.5,0.10,1.20,99,0,0,23,Hand,"$605,000",$0,0.3,
43,Jun 04 '88,Pittsburgh,PA,USA,73,196,L,Y,25,MATTHEWBARTKOWSKI,Bartkowski,Matt,BOS,BOS,D,11,0,2,2,0,9,0.0%,148.3,13.5,195,17.7,0.76,14,5.83,0.0%,40.0%,40.0%, , , , ,0.0,11,3,8,5,1,4.4,1.2,3.2,2.0,0.4,6,3,0,0,0,0,-1.3,146.0,13.3,12.9,37.92,25.4%,0,1,1,2,2,0.82,14,0.0%,40.0%,40.0%, ,,, ,36,26,41.6%,20,20,26.8%,31,16,31.5%,60.8%,7,55,62,37,14.65328534,-0.145,5,-0.184,-1.845,7.858,6.9%,.929,936,-0.2%,2.11,2.11,30.44,29.60,65.54,50.32,15.22,5,5,67,65,30,29,20,53,4.50,2.45,1.73,32.80,31.07,63.43,54.80,6.6,17,12,211,204,103,78,87,110,3,1,-2,1.23,0.41,-0.82,0.1,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,,,0,0,0,0,0,0,0,0,2.2,0.2,0.21,4.51,4.4%,0,0,0,0,0,0, ,,, ,0,0,2,2,0,1,0,0,0,0,5,0,5,0,,, ,,0,0,0,0,0,0, ,0,0.0,0.3,0.4,0.04,0.16,2.8,3,-1.1,0.1,0.1,0,0.2,0.02,0.08,35,0,0,,,"$233,333",$0,0.1,
42,Feb 20 '92,Millersville,MD,USA,78,205,L,Y,21,JARREDTINORDI,Tinordi,Jarred,MTL,MTL,D,8,0,2,2,5,5,0.0%,93.7,11.7,131,16.4,0.72,8,5.31,0.0%,28.6%,28.6%, , , , ,0.0,14,6,2,2,0,9.0,3.8,1.3,1.3,0.0,2,1,0,0,0,0,1.5,86.5,10.8,10.77,36.72,22.7%,0,1,1,2,2,1.39,8,0.0%,28.6%,28.6%, ,,, ,15,15,40.5%,9,5,18.9%,21,9,40.5%,68.2%,7,33,31,35,14.85720643,-0.996,7,-2.67,0.025,6.441,12.1%,.938,950,5.8%,4.87,1.39,40.39,22.28,68.94,39.00,29.94,7,2,51,30,11,9,15,30,16.38,2.25,2.04,29.21,24.51,63.32,48.00,14.6,11,10,132,110,85,41,74,82,1,2,1,0.69,1.39,0.69,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,,,0,0,0,0,0,0,0,0,7.2,0.9,0.9,4.51,16.6%,0,0,0,0,0,0, ,,, ,0,0,0,4,1,2,4,1,0,0,7,0,2,0,,, ,,0,0,0,0,0,0, ,3,0.1,0.6,0.7,0.09,0.45,1.6,1.9,4.5,0.3,0.9,0,1.2,0.15,0.77,21,0,0,,,"$184,545","$212,500",1.1,
32,Jun 04 '90,Prince George,BC,CAN,73,195,L,Y,23,BRANDONMANNING,Manning,Brandon,PHI,PHI,D,6,0,2,2,4,5,0.0%,88.8,14.8,126,21.0,0.70,11,7.43,0.0%,25.0%,25.0%, , , , ,0.0,15,4,2,3,2,10.1,2.7,1.4,2.0,1.4,0,0,0,0,0,0,0.4,88.4,14.7,14.37,34.3,29.5%,0,2,0,2,2,1.36,11,0.0%,25.0%,25.0%, ,,, ,13,6,24.1%,14,14,35.4%,14,18,40.5%,40.4%,1,28,35,38,15.09231387,0.28,6,6.342,0.109,-6.997,18.2%,.931,949,11.3%,5.57,2.78,30.62,40.36,50.80,69.59,-18.79,8,4,36,54,17,21,21,12,-3.24,2.33,2.33,27.41,32.07,51.90,62.97,-7.7,8,8,86,102,38,42,64,46,0,0,0,0.00,0.00,0.00,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,,,0,0,0,0,0,0,0,0,0.4,0.1,0.07,5.88,1.2%,0,0,0,0,0,0, ,,, ,0,0,0,0,0,0,0,0,0,0,8,0,4,0,,, ,,0,0,0,0,0,0, ,4,0.1,0.5,0.7,0.12,0.47,1.8,1.9,4.6,0.3,0.8,0,1.1,0.18,0.74,12,0,0,,,"$89,697","$160,000",1.0,
80,Apr 23 '90,Pleasanton,CA,USA,74,205,R,Y,23,MATTTENNYSON,Tennyson,Matt,SJS,SJS,D,4,0,2,2,2,8,0.0%,62.9,15.7,80,20.0,0.79,9,8.78,0.0%,40.0%,40.0%, , , , ,0.0,4,2,4,2,0,3.8,1.9,3.8,1.9,0.0,2,1,0,0,0,0,-0.7,62.3,15.6,15.4,36.34,29.8%,0,1,1,2,2,1.93,9,0.0%,40.0%,40.0%, ,,, ,13,9,37.3%,10,9,32.2%,10,8,30.5%,53.7%,7,14,28,22,14.85214735,-1.764,8,-1.936,-2.284,1.6,10.9%,.903,914,1.2%,4.87,2.92,44.81,30.19,79.87,61.36,18.51,5,3,41,28,16,12,20,20,14.00,0.83,0.83,29.31,25.59,57.37,58.20,19.3,2,2,69,60,33,30,49,35,1,0,-1,0.96,0.00,-0.96,0.2,0.0,0.04,5.53,0.7%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.1,2.35,4.1%,0,0,0,0,0,0, ,,, ,0,0,0,1,0,0,0,0,0,0,5,0,3,0,,, ,,0,0,0,0,0,0, ,1,0.2,0.3,0.5,0.13,0.48,2,2.3,2.2,0.3,0.6,0,0.9,0.23,0.86,28,0,0,,,"$261,616","$250,000",0.7,
40,Dec 05 '92,Strathroy,ON,CAN,73,182,L,Y,21,NATHANBEAULIEU,Beaulieu,Nathan,MTL,MTL,D,6,0,2,2,5,8,0.0%,92.2,15.4,119,19.8,0.77,13,8.46,0.0%,25.0%,25.0%, , , , ,0.0,3,4,2,4,1,2.0,2.6,1.3,2.6,0.7,0,0,0,0,0,0,0.4,78.5,13.1,12.85,32.97,28.0%,0,2,0,2,2,1.53,13,0.0%,25.0%,25.0%, ,,, ,12,11,32.4%,14,7,29.6%,16,11,38.0%,52.3%,5,34,29,27,14.87762406,0.501,3,-3.707,2.784,8.69,15.4%,.921,936,7.5%,6.23,2.33,40.47,29.57,69.26,53.70,15.56,8,3,44,35,20,17,14,17,2.53,1.21,2.73,30.63,26.69,66.42,54.60,3.7,4,9,97,79,49,38,54,69,0,0,0,0.00,0.00,0.00,13.7,2.3,1.99,4.05,32.9%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,5,0,4,1,1,4,0,0,0.0,0.0,0.11,6.14,1.8%,0,0,0,0,0,0, ,,, ,0,0,0,0,0,0,0,0,0,0,8,0,3,0,,, ,,0,0,0,0,0,0, ,4,0.1,0.6,0.7,0.12,0.46,2.2,2.6,4.2,0.2,1,0,1.2,0.20,0.78,21,0,0,,,"$196,212","$350,000",1.0,
73,Jun 25 '88,Windsor,ON,CAN,76,210,R,Y,25,BRETTBELLEMORE,Bellemore,Brett,CAR,CAR,D,8,0,2,2,-2,3,0.0%,110.1,13.8,159,19.9,0.69,22,11.99,0.0%,100.0%,100.0%, , , , ,0.0,14,13,7,4,3,7.6,7.1,3.8,2.2,1.6,7,1,1,0,0,0,2.5,93.9,11.7,11.74,36.04,24.6%,0,1,1,2,2,1.28,22,0.0%,100.0%,100.0%, ,,, ,19,14,33.7%,22,12,34.7%,16,15,31.6%,49.3%,2,39,28,31,15.23351372,0.224,5,1.389,0.106,3.63,4.5%,.905,909,-5.0%,1.28,2.56,28.11,26.83,61.97,55.58,6.39,2,4,42,38,27,15,30,26,4.24,1.46,3.95,34.13,32.46,68.67,58.89,-3.4,7,19,157,137,77,59,68,89,0,2,2,0.00,1.28,1.28,0.7,0.1,0.08,6.38,1.2%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,0,0,0,0,0,2,0,0,15.6,1.9,1.95,3.08,38.8%,0,0,0,0,0,0, ,,, ,0,1,1,9,2,5,9,1,0,0,2,0,5,1,,, ,,0,0,0,0,0,0, ,6,0.1,0.0,0.1,0.01,0.05,1.5,2,-1.6,0.4,-0.1,0,0.2,0.03,0.11,17,0,0,,,"$90,152",$0,0.2,
50,Apr 19 '87,Stockholm,,SWE,75,208,L,Y,26,DANIELBANG,Bang,Daniel,NSH,NSH,LW/RW,8,0,2,2,-2,13,0.0%,103.2,12.9,156,19.5,0.66,13,7.56,0.0%,66.7%,66.7%, , , , ,0.0,12,0,6,0,3,7.0,0.0,3.5,0.0,1.7,0,0,0,0,0,0,1.8,99.2,12.4,12.33,39.22,23.9%,0,1,1,2,2,1.21,13,0.0%,66.7%,66.7%, ,0,0, ,18,21,38.6%,8,13,20.8%,19,22,40.6%,65.0%,13,40,29,31,14.97499743,0.218,7,1.532,-1.604,-6.739,7.7%,.896,904,-2.7%,1.82,3.04,23.72,29.20,44.40,48.05,-3.65,3,5,36,43,15,14,17,19,0.93,1.72,3.25,27.15,28.68,46.09,54.50,4.8,9,17,133,133,42,70,65,57,0,2,2,0.00,1.21,1.21,1.0,0.1,0.13,3.86,3.3%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,1,1,0,1,0,0,0,0,3.0,0.4,0.38,3.43,10.0%,0,0,0,0,0,0, ,0,0, ,0,2,0,3,0,0,0,0,0,0,3,0,7,2,,, ,,0,0,0,0,0,0, ,4,-0.1,0.0,0.0,0.00,0.00,2.3,2.3,-1.5,-0.4,0.2,0,-0.2,-0.03,-0.12,12,0,0,,,"$86,970","$207,500",-0.2,
48,Nov 30 '89,Missisauga,ON,CAN,73,190,R,Y,24,CODYGOLOUBEF,Goloubef,Cody,CBJ,CBJ,D,11,1,0,1,-3,14,7.1%,163.0,14.8,208,18.9,0.78,0,0.00,33.3%,0.0%,33.3%, , , , ,0.0,10,7,2,1,0,3.7,2.6,0.7,0.4,0.0,0,0,0,0,0,0,0.8,161.6,14.7,13.92,34.64,28.7%,1,0,0,0,1,0.37,0,33.3%,0.0%,33.3%, ,,, ,30,15,34.6%,17,24,31.5%,17,27,33.8%,52.3%,5,60,57,34,15.07743684,-1.485,7,-0.31,-0.574,-5.618,3.9%,.919,923,-4.2%,1.18,1.96,30.17,24.29,45.06,43.89,1.18,3,5,74,57,16,23,27,22,5.84,2.52,2.68,23.30,28.50,44.25,50.70,7.6,16,17,132,164,47,60,81,86,0,0,0,0.00,0.00,0.00,1.0,0.1,0.07,5.47,1.3%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,2,0,0,0,0,1,0,0,0.4,0.0,0.04,4.42,0.9%,0,0,0,0,0,0, ,,, ,0,1,0,0,0,0,0,0,0,0,2,0,6,1,,, ,,0,0,1,0,0,0, ,1,0.0,0.1,0.2,0.02,0.07,2.1,2.8,-3.3,0,-0.1,0,-0.1,-0.01,-0.04,33,0,0,,,"$291,667",$0,-0.3,
28,Oct 28 '86,Edmonton,AB,CAN,76,232,L,Y,27,MATTKASSIAN,Kassian,Matt,OTT,OTT,LW,15,1,0,1,0,6,16.7%,95.7,6.4,147,9.8,0.65,0,0.00,33.3%,0.0%,33.3%, , , , ,0.0,38,4,4,3,1,23.8,2.5,2.5,1.9,0.6,47,1,5,2,0,0,-0.2,95.7,6.4,6.38,42.18,13.1%,1,0,0,0,1,0.63,0,33.3%,0.0%,33.3%, ,0,0, ,28,14,42.4%,15,14,29.3%,16,12,28.3%,59.2%,10,30,38,29,14.16641146,-1.265,14,-4.915,-0.436,8.532,6.8%,.930,937,-0.2%,1.88,1.88,27.59,26.96,55.80,40.75,15.05,3,3,41,40,19,12,10,26,-0.69,2.47,2.56,35.85,28.17,65.05,51.30,1.3,26,27,352,270,133,104,140,175,1,1,0,0.63,0.63,0.00,0.0,0.0,,, ,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,,,0,0,0,0,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,3,0,3,0,,, ,,1,0,0,0,0,0, ,3,0.0,0.1,0.1,0.01,0.06,2.2,2.2,-0.4,-0.5,0.2,0,-0.4,-0.03,-0.25,74,0,0,,,"$429,798",$0,-0.5,
52,Jan 13 '92,Ann Arbor,MI,USA,76,193,R,Y,21,AUSTINWATSON,Watson,Austin,NSH,NSH,LW/RW,6,1,0,1,-2,4,25.0%,76.2,12.7,108,18.0,0.71,0,0.00,50.0%,0.0%,50.0%,44,19,25,43.2%,13.9,2,2,4,3,3,1.6,1.6,3.1,2.4,2.4,0,0,0,0,0,0,-0.1,67.1,11.2,11.18,41.51,21.2%,1,0,0,0,1,0.89,0,50.0%,0.0%,50.0%,42,18,24,42.9%,6,8,27.5%,7,7,27.5%,9,14,45.1%,50.0%,8,19,14,20,14.03107443,-2.761,15,-1.876,-0.438,-5.693,6.3%,.840,846,-9.8%,1.79,3.58,28.62,22.36,48.30,50.09,-1.79,2,4,30,21,9,16,15,13,1.94,1.69,3.37,26.02,28.19,48.18,50.35,0.4,7,14,101,103,35,39,53,57,0,0,0,0.00,0.00,0.00,6.1,1.0,1.02,2.29,30.8%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,2,1,1,50.0%,0,0,1,0,5,1,0,4,0,0,3.0,0.5,0.51,3.16,13.9%,0,0,0,0,0,0, ,0,0, ,0,0,0,4,0,0,2,0,0,0,2,0,4,0,,, ,,0,0,0,0,0,0, ,1,0.0,0.0,0.0,0.00,0.00,1.7,1.7,-1.6,-0.3,0.1,0,-0.2,-0.03,-0.16,11,0,0,,,"$90,185","$300,000",-0.3,
27,Jul 17 '92,Minneapolis,MN,USA,78,215,R,Y,21,NICKBJUGSTAD,Bjugstad,Nick,FLA,FLA,C,11,1,0,1,-8,17,5.9%,167.3,15.2,222,20.2,0.75,0,0.00,33.3%,0.0%,33.3%,132,53,79,40.2%,22.3,17,2,2,2,3,6.1,0.7,0.7,0.7,1.1,2,1,0,0,0,0,-0.3,155.5,14.1,14.12,36.3,28.0%,1,0,0,0,1,0.39,0,33.3%,0.0%,33.3%,120,46,74,38.3%,16,26,32.8%,14,19,25.8%,20,33,41.4%,56.0%,5,39,38,43,15.55789141,0.267,8,1.279,1.142,-1.407,5.2%,.892,897,-5.7%,1.16,3.48,22.41,32.06,42.11,52.54,-10.43,3,9,55,74,19,31,22,32,-9.27,1.95,3.61,27.50,31.10,53.04,55.90,-7.6,13,24,170,183,74,79,86,96,1,1,0,0.39,0.39,0.00,10.9,1.0,0.99,2.83,25.9%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,10,6,4,60.0%,0,0,12,2,1,0,0,4,0,0,0.9,0.1,0.08,5.08,1.6%,0,0,0,0,0,0,2,1,1,50.0%,0,0,0,0,0,0,0,0,0,0,2,0,10,0,,, ,,0,0,0,0,0,0, ,4,-0.2,-0.1,-0.4,-0.04,-0.14,2.6,2.6,-5.5,-0.7,-0.4,0,-1,-0.09,-0.36,23,0,0,,,"$209,091","$200,000",-1.2,
58,Oct 18 '90,Little Falls,MN,USA,74,198,L,Y,23,BENHANOWSKI,Hanowski,Ben,CGY,CGY,RW/LW,5,1,0,1,0,4,25.0%,66.5,13.3,92,18.4,0.72,0,0.00,50.0%,0.0%,50.0%,2, ,2,0.0%,0.6,8,0,3,1,0,7.2,0.0,2.7,0.9,0.0,0,0,0,0,0,0,-0.1,65.0,13.0,12.99,39.11,24.9%,1,0,0,0,1,0.92,0,50.0%,0.0%,50.0%,2,0,2,0.0%,5,11,27.1%,11,16,45.8%,9,7,27.1%,37.2%,1,20,19,18,15.62726175,0.988,3,2.48,2.473,-6.058,12.5%,.944,957,6.9%,1.85,1.85,14.78,33.26,31.41,69.28,-37.88,2,2,14,34,7,25,14,11,-26.36,1.84,3.38,24.85,32.83,40.50,65.35,-13.0,6,11,75,96,24,42,64,27,0,0,0,0.00,0.00,0.00,0.8,0.2,0.16,1.83,8.0%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,1,0,1,1,0,1,0,0,0.7,0.1,0.15,5.14,2.8%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,0,0,0,2,0,2,0,,, ,,0,0,0,0,0,0, ,5,0.0,0.1,0.1,0.02,0.09,1,1,0.6,0.1,0.1,0,0.2,0.04,0.18,16,0,0,,,"$145,455",$0,0.1,
65,Mar 07 '90,Detroit,MI,USA,75,190,L,Y,23,DANNYDEKEYSER,DeKeyser,Danny,DET,DET,D,11,0,1,1,4,15,0.0%,198.5,18.0,279,25.4,0.71,20,6.04,0.0%,16.7%,16.7%, , , , ,0.0,9,9,5,6,5,2.7,2.7,1.5,1.8,1.5,2,1,0,0,0,0,-0.1,171.9,15.6,14.96,32.9,31.3%,0,1,0,1,1,0.35,20,0.0%,25.0%,25.0%, ,,, ,24,23,37.0%,13,21,26.8%,21,25,36.2%,58.0%,6,60,59,37,14.91538157,-0.299,5,0.163,1.155,8.204,5.0%,.987,992,3.7%,1.46,0.36,29.17,28.44,59.43,47.03,12.40,4,1,76,77,46,23,28,37,2.34,2.32,1.33,33.82,23.38,62.50,43.77,-6.3,14,8,190,133,78,49,74,95,1,0,-1,0.35,0.00,-0.35,6.5,0.6,0.59,5.38,9.9%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,1,0,6,1,3,0,0,2,0,0,20.2,1.8,1.82,3.11,36.9%,0,0,0,0,0,0, ,,, ,1,1,3,15,1,4,6,0,0,0,6,1,2,1,,, ,,0,0,0,0,0,0, ,1,-0.1,0.8,0.7,0.06,0.21,1.9,2.2,3.7,-0.1,0.9,0,0.8,0.07,0.24,27,0,0,,,"$368,182",$0,0.4,
